deg,mos_pred,noi_pred,dis_pred,col_pred,loud_pred,model
test.wav,3.0462358,2.8973963,4.0845313,2.8158169,3.3819,NISQAv2
0.wav,1.256165862083435,3.518310070037842,2.972012996673584,2.341162919998169,1.8310819864273071,NISQAv2
0.wav,1.396213173866272,2.842575788497925,2.963447093963623,2.5405662059783936,2.263112783432007,NISQAv2
0.wav,2.220514297485352,2.6023313999176025,2.94490933418274,3.155959367752075,3.323124647140503,NISQAv2
0.wav,2.4264848232269287,3.036024332046509,3.376953125,3.282125949859619,3.492701292037964,NISQAv2
0.wav,2.2094788551330566,3.3030505180358887,3.0293948650360107,3.262537002563477,3.5148069858551025,NISQAv2
0.wav,2.0097849369049072,3.3696811199188232,3.037386178970337,3.2667086124420166,3.412364959716797,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.130859375,2.98046875,2.833984375,3.1640625,3.427734375,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
example.wav,2.1270697116851807,2.9885056018829346,2.8303301334381104,3.1601011753082275,3.4223811626434326,NISQAv2
